year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
1992,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,43413,32,4,1,8,13,6,14,1,31,3,73.7,9.2,2.3,18.4,29.9,13.8,32.2,2.3,71.4,6.9
1992,53,105,Livingston,11,Central,Mostly Urban,40.8,49015,55,11,6,8,28,2,10,1,54,1,112.2,22.4,12.2,16.3,57.1,4.1,20.4,2,110.2,2
1992,54,107,Logan,11,Central,Mostly Urban,39.9,37781,36,3,2,11,18,2,13,2,34,NA,95.3,7.9,5.3,29.1,47.6,5.3,34.4,5.3,90,NA
1992,55,109,McDonough,9,Central,Mostly Urban,29.5,40765,13,1,NA,2,7,3,5,NA,13,NA,31.9,2.5,NA,4.9,17.2,7.4,12.3,NA,31.9,NA
1992,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,257473,83,17,8,16,34,8,24,5,78,5,32.2,6.6,3.1,6.2,13.2,3.1,9.3,1.9,30.3,1.9
1992,57,113,McLean,11,Central,Mostly Urban,16.5,163963,260,60,19,48,103,30,78,25,235,5,158.6,36.6,11.6,29.3,62.8,18.3,47.6,15.2,143.3,3
1992,58,115,Macon,6,Central,Mostly Urban,15.3,147247,384,74,14,90,185,21,107,38,346,10,260.8,50.3,9.5,61.1,125.6,14.3,72.7,25.8,235,6.8
1992,59,117,Macoupin,7,Central,Mostly Rural,58.5,59469,36,5,1,3,23,4,7,1,35,1,60.5,8.4,1.7,5,38.7,6.7,11.8,1.7,58.9,1.7
1992,60,119,Madison,3,Southern,Mostly Urban,13.3,314430,316,56,NA,78,165,17,95,18,298,19,100.5,17.8,NA,24.8,52.5,5.4,30.2,5.7,94.8,6
1992,61,121,Marion,4,Southern,Mostly Urban,45.1,52037,95,21,6,10,51,7,17,7,88,5,182.6,40.4,11.5,19.2,98,13.5,32.7,13.5,169.1,9.6
1992,62,123,Marshall,10,Central,Completely Rural,100,15922,9,NA,NA,1,8,NA,1,NA,9,NA,56.5,NA,NA,6.3,50.2,NA,6.3,NA,56.5,NA
1992,63,125,Mason,8,Central,Mostly Rural,77.5,20424,17,1,2,4,9,1,5,NA,17,1,83.2,4.9,9.8,19.6,44.1,4.9,24.5,NA,83.2,4.9
1992,64,127,Massac,1,Southern,Mostly Rural,50.5,18207,7,NA,NA,2,4,1,3,3,4,1,38.4,NA,NA,11,22,5.5,16.5,16.5,22,5.5
1992,65,129,Menard,8,Central,Mostly Rural,75.7,14285,10,1,NA,NA,9,NA,NA,NA,10,NA,70,7,NA,NA,63,NA,NA,NA,70,NA
1992,66,131,Mercer,14,Central,Mostly Rural,77.8,21410,9,2,NA,1,5,1,2,NA,9,NA,42,9.3,NA,4.7,23.4,4.7,9.3,NA,42,NA
1992,67,133,Monroe,20,Southern,Mostly Urban,41.4,29455,27,6,1,2,16,2,4,1,26,NA,91.7,20.4,3.4,6.8,54.3,6.8,13.6,3.4,88.3,NA
1992,68,135,Montgomery,4,Central,Mostly Urban,41.6,38153,25,2,1,3,19,NA,3,5,20,3,65.5,5.2,2.6,7.9,49.8,NA,7.9,13.1,52.4,7.9
1992,69,137,Morgan,7,Central,Mostly Urban,36.2,44998,35,6,NA,9,17,3,12,3,32,5,77.8,13.3,NA,20,37.8,6.7,26.7,6.7,71.1,11.1
1992,70,139,Moultrie,6,Central,Mostly Rural,69.2,17505,14,4,NA,1,8,1,2,NA,14,NA,80,22.9,NA,5.7,45.7,5.7,11.4,NA,80,NA
1992,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,59768,43,3,NA,8,27,5,13,2,41,4,71.9,5,NA,13.4,45.2,8.4,21.8,3.3,68.6,6.7
1992,72,143,Peoria,10,Central,Mostly Urban,14.6,229580,329,44,13,93,139,40,118,36,293,5,143.3,19.2,5.7,40.5,60.5,17.4,51.4,15.7,127.6,2.2
