year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
2015,96,191,Wayne,2,Southern,Mostly Rural,69.9,20284,17,9,3,1,1,3,1,1,16,4,83.8,44.4,14.8,4.9,4.9,14.8,4.9,4.9,78.9,19.7
2015,97,193,White,2,Southern,Mostly Rural,62,17348,38,5,4,11,16,2,12,6,32,10,219,28.8,23.1,63.4,92.2,11.5,69.2,34.6,184.5,57.6
2015,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,69795,123,26,17,30,38,12,34,12,111,40,176.2,37.3,24.4,43,54.4,17.2,48.7,17.2,159,57.3
2015,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,865493,812,219,71,206,272,44,227,92,720,163,93.8,25.3,8.2,23.8,31.4,5.1,26.2,10.6,83.2,18.8
2015,100,199,Williamson,1,Southern,Mostly Urban,34.8,82295,64,22,5,10,20,7,15,11,53,23,77.8,26.7,6.1,12.2,24.3,8.5,18.2,13.4,64.4,27.9
2015,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,355517,707,128,50,268,234,27,280,89,618,252,198.9,36,14.1,75.4,65.8,7.6,78.8,25,173.8,70.9
2015,102,203,Woodford,11,Central,Mostly Rural,54.9,48544,54,6,7,10,24,7,15,6,48,9,111.2,12.4,14.4,20.6,49.4,14.4,30.9,12.4,98.9,18.5
2016,1,1,Adams,8,Central,Mostly Urban,32.6,81691,159,56,13,33,42,15,41,21,138,51,194.6,68.6,15.9,40.4,51.4,18.4,50.2,25.7,168.9,62.4
2016,2,3,Alexander,1,Southern,Mostly Rural,61.9,7973,10,1,NA,5,4,NA,5,1,9,6,125.4,12.5,NA,62.7,50.2,NA,62.7,12.5,112.9,75.3
2016,3,5,Bond,3,Southern,Mostly Rural,60.7,19761,31,11,3,3,14,NA,3,6,25,9,156.9,55.7,15.2,15.2,70.8,NA,15.2,30.4,126.5,45.5
2016,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,67321,107,24,17,28,33,5,31,12,95,13,158.9,35.7,25.3,41.6,49,7.4,46,17.8,141.1,19.3
2016,5,9,Brown,8,Central,Mostly Urban,41.1,7665,3,2,1,NA,NA,NA,NA,NA,3,2,39.1,26.1,13,NA,NA,NA,NA,NA,39.1,26.1
2016,6,11,Bureau,13,Central,Mostly Rural,57.4,40691,44,18,NA,6,18,2,6,9,35,9,108.1,44.2,NA,14.7,44.2,4.9,14.7,22.1,86,22.1
2016,7,13,Calhoun,8,Southern,Completely Rural,100,5870,14,3,1,3,6,1,3,3,11,2,238.5,51.1,17,51.1,102.2,17,51.1,51.1,187.4,34.1
2016,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,17451,14,2,1,4,7,NA,4,3,11,5,80.2,11.5,5.7,22.9,40.1,NA,22.9,17.2,63,28.7
2016,9,17,Cass,8,Central,Mostly Rural,52.1,15718,12,7,NA,3,1,1,4,3,9,4,76.3,44.5,NA,19.1,6.4,6.4,25.4,19.1,57.3,25.4
2016,10,19,Champaign,6,Central,Mostly Urban,12.7,249476,332,53,31,122,112,14,131,36,296,135,133.1,21.2,12.4,48.9,44.9,5.6,52.5,14.4,118.6,54.1
2016,11,21,Christian,4,Central,Mostly Urban,43.5,40055,48,14,5,6,19,4,8,5,43,12,119.8,35,12.5,15,47.4,10,20,12.5,107.4,30
2016,12,23,Clark,5,Southern,Mostly Rural,59.5,19513,27,16,2,2,6,1,3,7,20,5,138.4,82,10.2,10.2,30.7,5.1,15.4,35.9,102.5,25.6
2016,13,25,Clay,4,Southern,Mostly Rural,64.7,16322,50,21,4,12,10,3,13,7,43,11,306.3,128.7,24.5,73.5,61.3,18.4,79.6,42.9,263.4,67.4
2016,14,27,Clinton,4,Southern,Mostly Urban,48.8,45621,52,15,NA,8,26,3,9,8,44,10,114,32.9,NA,17.5,57,6.6,19.7,17.5,96.4,21.9
2016,15,29,Coles,5,Central,Mostly Urban,24.3,61197,68,21,7,15,18,7,19,10,58,25,111.1,34.3,11.4,24.5,29.4,11.4,31,16.3,94.8,40.9
2016,16,31,Cook,co,Northern - Cook,Completely Urban,0,6390485,9719,2718,730,3235,2641,395,3422,733,8986,3722,152.1,42.5,11.4,50.6,41.3,6.2,53.5,11.5,140.6,58.2
2016,17,33,Crawford,2,Southern,Mostly Rural,60.2,22987,40,12,5,10,11,2,11,6,34,18,174,52.2,21.8,43.5,47.9,8.7,47.9,26.1,147.9,78.3
2016,18,35,Cumberland,5,Southern,Completely Rural,100,13315,8,1,NA,6,NA,1,7,NA,8,1,60.1,7.5,NA,45.1,NA,7.5,52.6,NA,60.1,7.5
2016,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,126488,76,26,5,17,18,10,25,8,68,31,60.1,20.6,4,13.4,14.2,7.9,19.8,6.3,53.8,24.5
2016,20,39,De Witt,6,Central,Mostly Urban,48.8,19675,24,8,1,3,8,4,7,5,19,6,122,40.7,5.1,15.2,40.7,20.3,35.6,25.4,96.6,30.5
2016,21,41,Douglas,6,Central,Mostly Rural,61.6,24685,21,3,2,2,12,2,4,1,20,11,85.1,12.2,8.1,8.1,48.6,8.1,16.2,4.1,81,44.6
2016,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1146243,480,143,54,70,186,27,87,64,416,137,41.9,12.5,4.7,6.1,16.2,2.4,7.6,5.6,36.3,12
2016,23,45,Edgar,5,Central,Mostly Rural,51.8,21144,48,19,1,7,16,5,8,7,41,10,227,89.9,4.7,33.1,75.7,23.6,37.8,33.1,193.9,47.3
2016,24,47,Edwards,2,Southern,Completely Rural,100,8015,20,4,3,10,3,NA,10,1,19,8,249.5,49.9,37.4,124.8,37.4,NA,124.8,12.5,237.1,99.8
2016,25,49,Effingham,4,Southern,Mostly Rural,59.7,42323,35,9,4,8,9,5,10,3,32,11,82.7,21.3,9.5,18.9,21.3,11.8,23.6,7.1,75.6,26
2016,26,51,Fayette,4,Southern,Mostly Rural,67,26172,49,21,1,3,14,10,9,10,39,19,187.2,80.2,3.8,11.5,53.5,38.2,34.4,38.2,149,72.6
2016,27,53,Ford,11,Central,Mostly Urban,41.8,16447,12,1,NA,2,4,5,7,1,11,2,73,6.1,NA,12.2,24.3,30.4,42.6,6.1,66.9,12.2
2016,28,55,Franklin,2,Southern,Mostly Urban,48.6,47798,73,20,3,19,25,6,21,13,60,43,152.7,41.8,6.3,39.8,52.3,12.6,43.9,27.2,125.5,90
2016,29,57,Fulton,9,Central,Mostly Rural,60,42555,32,14,3,3,7,5,4,6,26,15,75.2,32.9,7,7,16.4,11.7,9.4,14.1,61.1,35.2
2016,30,59,Gallatin,2,Southern,Completely Rural,100,6224,2,1,NA,1,NA,NA,1,NA,2,1,32.1,16.1,NA,16.1,NA,NA,16.1,NA,32.1,16.1
2016,31,61,Greene,7,Central,Mostly Rural,70.8,15920,20,9,NA,2,8,1,3,2,18,6,125.6,56.5,NA,12.6,50.3,6.3,18.8,12.6,113.1,37.7
2016,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,63193,41,16,2,8,11,4,10,4,37,11,64.9,25.3,3.2,12.7,17.4,6.3,15.8,6.3,58.6,17.4
2016,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10013,19,6,3,3,6,1,3,4,15,8,189.8,59.9,30,30,59.9,10,30,39.9,149.8,79.9
2016,34,67,Hancock,9,Central,Mostly Rural,71,22077,23,5,6,5,6,1,5,3,20,6,104.2,22.6,27.2,22.6,27.2,4.5,22.6,13.6,90.6,27.2
2016,35,69,Hardin,2,Southern,Completely Rural,100,4723,12,8,1,NA,3,NA,NA,3,9,5,254.1,169.4,21.2,NA,63.5,NA,NA,63.5,190.6,105.9
2016,36,71,Henderson,9,Central,Mostly Rural,99.7,8174,8,2,1,2,3,NA,2,1,7,NA,97.9,24.5,12.2,24.5,36.7,NA,24.5,12.2,85.6,NA
2016,37,73,Henry,14,Central,Mostly Rural,50.3,60670,89,29,12,12,28,8,16,11,78,36,146.7,47.8,19.8,19.8,46.2,13.2,26.4,18.1,128.6,59.3
2016,38,75,Iroquois,21,Central,Mostly Rural,71.7,34360,33,6,3,7,14,3,9,4,29,12,96,17.5,8.7,20.4,40.7,8.7,26.2,11.6,84.4,34.9
2016,39,77,Jackson,1,Southern,Mostly Urban,37.2,69517,93,20,7,25,35,6,29,7,86,61,133.8,28.8,10.1,36,50.3,8.6,41.7,10.1,123.7,87.7
2016,40,79,Jasper,4,Southern,Mostly Rural,69.9,11777,12,6,NA,1,4,1,2,4,8,3,101.9,50.9,NA,8.5,34,8.5,17,34,67.9,25.5
2016,41,81,Jefferson,2,Southern,Mostly Rural,58.8,46761,78,37,2,21,17,1,22,11,67,25,166.8,79.1,4.3,44.9,36.4,2.1,47,23.5,143.3,53.5
2016,42,83,Jersey,7,Southern,Mostly Rural,60.6,26496,43,12,3,4,20,4,6,4,39,22,162.3,45.3,11.3,15.1,75.5,15.1,22.6,15.1,147.2,83
2016,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26055,14,2,1,4,7,NA,4,1,13,4,53.7,7.7,3.8,15.4,26.9,NA,15.4,3.8,49.9,15.4
2016,44,87,Johnson,1,Southern,Completely Rural,100,14815,22,6,7,2,6,1,3,4,18,4,148.5,40.5,47.2,13.5,40.5,6.7,20.2,27,121.5,27
2016,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,671270,414,89,46,146,95,38,169,37,377,134,61.7,13.3,6.9,21.7,14.2,5.7,25.2,5.5,56.2,20
2016,46,91,Kankakee,21,Central,Mostly Urban,24.5,137050,148,28,12,47,48,13,56,10,138,55,108,20.4,8.8,34.3,35,9.5,40.9,7.3,100.7,40.1
2016,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,161051,75,18,11,16,24,6,18,6,69,19,46.6,11.2,6.8,9.9,14.9,3.7,11.2,3.7,42.8,11.8
2016,48,95,Knox,9,Central,Mostly Urban,24.3,61032,76,24,7,21,20,4,24,13,63,33,124.5,39.3,11.5,34.4,32.8,6.6,39.3,21.3,103.2,54.1
2016,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,879058,471,89,52,153,147,30,172,32,439,159,53.6,10.1,5.9,17.4,16.7,3.4,19.6,3.6,49.9,18.1
2016,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,134203,259,70,22,48,100,19,57,60,199,54,193,52.2,16.4,35.8,74.5,14.2,42.5,44.7,148.3,40.2
2016,51,101,Lawrence,2,Southern,Mostly Rural,58,19253,66,41,2,6,15,2,6,20,46,14,342.8,213,10.4,31.2,77.9,10.4,31.2,103.9,238.9,72.7
2016,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,41313,30,8,1,7,10,4,11,8,22,16,72.6,19.4,2.4,16.9,24.2,9.7,26.6,19.4,53.3,38.7
2016,53,105,Livingston,11,Central,Mostly Urban,40.8,43932,33,11,4,5,12,1,6,2,31,22,75.1,25,9.1,11.4,27.3,2.3,13.7,4.6,70.6,50.1
2016,54,107,Logan,11,Central,Mostly Urban,39.9,34798,70,21,6,17,19,7,19,14,56,17,201.2,60.3,17.2,48.9,54.6,20.1,54.6,40.2,160.9,48.9
2016,55,109,McDonough,9,Central,Mostly Urban,29.5,36103,56,17,3,9,25,2,10,7,49,13,155.1,47.1,8.3,24.9,69.2,5.5,27.7,19.4,135.7,36
2016,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,381540,114,35,15,27,29,8,32,11,103,35,29.9,9.2,3.9,7.1,7.6,2.1,8.4,2.9,27,9.2
2016,57,113,McLean,11,Central,Mostly Urban,16.5,210953,277,106,24,71,55,21,81,35,242,102,131.3,50.2,11.4,33.7,26.1,10,38.4,16.6,114.7,48.4
2016,58,115,Macon,6,Central,Mostly Urban,15.3,130286,415,85,42,142,126,20,148,47,368,149,318.5,65.2,32.2,109,96.7,15.4,113.6,36.1,282.5,114.4
2016,59,117,Macoupin,7,Central,Mostly Rural,58.5,55464,67,26,6,12,18,5,13,7,60,29,120.8,46.9,10.8,21.6,32.5,9,23.4,12.6,108.2,52.3
2016,60,119,Madison,3,Southern,Mostly Urban,13.3,324249,408,92,15,133,146,22,144,55,353,169,125.8,28.4,4.6,41,45,6.8,44.4,17,108.9,52.1
2016,61,121,Marion,4,Southern,Mostly Urban,45.1,46809,81,25,2,24,25,5,27,18,63,40,173,53.4,4.3,51.3,53.4,10.7,57.7,38.5,134.6,85.5
2016,62,123,Marshall,10,Central,Completely Rural,100,14296,11,3,NA,4,2,2,6,NA,11,5,76.9,21,NA,28,14,14,42,NA,76.9,35
2016,63,125,Mason,8,Central,Mostly Rural,77.5,16530,45,21,1,7,14,2,8,6,39,10,272.2,127,6,42.3,84.7,12.1,48.4,36.3,235.9,60.5
2016,64,127,Massac,1,Southern,Mostly Rural,50.5,17655,16,5,1,6,2,2,7,2,14,19,90.6,28.3,5.7,34,11.3,11.3,39.6,11.3,79.3,107.6
2016,65,129,Menard,8,Central,Mostly Rural,75.7,15125,22,3,2,5,10,2,6,1,21,7,145.5,19.8,13.2,33.1,66.1,13.2,39.7,6.6,138.8,46.3
2016,66,131,Mercer,14,Central,Mostly Rural,77.8,18939,11,6,NA,1,3,1,2,NA,11,5,58.1,31.7,NA,5.3,15.8,5.3,10.6,NA,58.1,26.4
2016,67,133,Monroe,20,Southern,Mostly Urban,41.4,41601,26,5,2,3,16,NA,3,6,20,6,62.5,12,4.8,7.2,38.5,NA,7.2,14.4,48.1,14.4
2016,68,135,Montgomery,4,Central,Mostly Urban,41.6,34954,58,21,3,13,18,3,14,4,54,20,165.9,60.1,8.6,37.2,51.5,8.6,40.1,11.4,154.5,57.2
2016,69,137,Morgan,7,Central,Mostly Urban,36.2,41304,51,23,2,13,11,2,15,11,40,14,123.5,55.7,4.8,31.5,26.6,4.8,36.3,26.6,96.8,33.9
2016,70,139,Moultrie,6,Central,Mostly Rural,69.2,18309,18,2,5,3,6,2,5,2,16,7,98.3,10.9,27.3,16.4,32.8,10.9,27.3,10.9,87.4,38.2
2016,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,62892,30,3,1,11,10,5,13,5,25,15,47.7,4.8,1.6,17.5,15.9,8,20.7,8,39.8,23.9
2016,72,143,Peoria,10,Central,Mostly Urban,14.6,229229,333,69,16,125,102,21,137,33,300,141,145.3,30.1,7,54.5,44.5,9.2,59.8,14.4,130.9,61.5
2016,73,145,Perry,20,Southern,Mostly Urban,43.6,25571,24,11,NA,3,9,1,3,4,20,13,93.9,43,NA,11.7,35.2,3.9,11.7,15.6,78.2,50.8
2016,74,147,Piatt,6,Central,Mostly Rural,67.7,20281,10,3,1,NA,5,1,1,1,9,3,49.3,14.8,4.9,NA,24.7,4.9,4.9,4.9,44.4,14.8
2016,75,149,Pike,8,Central,Mostly Rural,72.3,19280,36,14,5,6,6,5,8,6,30,6,186.7,72.6,25.9,31.1,31.1,25.9,41.5,31.1,155.6,31.1
2016,76,151,Pope,1,Southern,Completely Rural,100,4733,13,5,1,3,3,1,4,3,10,3,274.7,105.6,21.1,63.4,63.4,21.1,84.5,63.4,211.3,63.4
2016,77,153,Pulaski,1,Southern,Completely Rural,100,6852,6,NA,NA,5,NA,1,5,NA,6,4,87.6,NA,NA,73,NA,14.6,73,NA,87.6,58.4
2016,78,155,Putnam,10,Central,Completely Rural,100,6847,1,1,NA,NA,NA,NA,NA,NA,1,3,14.6,14.6,NA,NA,NA,NA,NA,NA,14.6,43.8
2016,79,157,Randolph,20,Southern,Mostly Urban,42.6,38682,51,17,3,5,23,3,7,10,41,14,131.8,43.9,7.8,12.9,59.5,7.8,18.1,25.9,106,36.2
2016,80,159,Richland,2,Southern,Mostly Urban,43.5,19410,22,7,2,9,1,3,11,5,17,15,113.3,36.1,10.3,46.4,5.2,15.5,56.7,25.8,87.6,77.3
2016,81,161,Rock Island,14,Central,Mostly Urban,10.9,177694,159,74,9,39,31,6,43,15,144,37,89.5,41.6,5.1,21.9,17.4,3.4,24.2,8.4,81,20.8
2016,82,163,St. Clair,20,Southern,Mostly Urban,9.8,325551,344,82,14,139,92,17,151,43,301,152,105.7,25.2,4.3,42.7,28.3,5.2,46.4,13.2,92.5,46.7
2016,83,165,Saline,1,Southern,Mostly Urban,43.7,29536,55,13,4,14,23,1,15,10,45,20,186.2,44,13.5,47.4,77.9,3.4,50.8,33.9,152.4,67.7
2016,84,167,Sangamon,7,Central,Mostly Urban,14.1,242812,346,71,20,111,126,18,118,40,306,116,142.5,29.2,8.2,45.7,51.9,7.4,48.6,16.5,126,47.8
2016,85,169,Schuyler,8,Central,Mostly Rural,57.6,8366,7,1,1,2,2,1,3,NA,7,4,83.7,12,12,23.9,23.9,12,35.9,NA,83.7,47.8
2016,86,171,Scott,7,Central,Completely Rural,100,6128,4,1,NA,1,1,1,1,NA,4,NA,65.3,16.3,NA,16.3,16.3,16.3,16.3,NA,65.3,NA
2016,87,173,Shelby,4,Central,Mostly Rural,77.7,26352,17,3,NA,7,6,1,7,NA,17,18,64.5,11.4,NA,26.6,22.8,3.8,26.6,NA,64.5,68.3
2016,88,175,Stark,10,Central,Completely Rural,100,6744,1,NA,NA,NA,NA,1,1,NA,1,NA,14.8,NA,NA,NA,NA,14.8,14.8,NA,14.8,NA
2016,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,55394,81,20,4,28,26,3,28,13,68,35,146.2,36.1,7.2,50.5,46.9,5.4,50.5,23.5,122.8,63.2
2016,90,179,Tazewell,10,Central,Mostly Urban,20.4,164587,169,33,21,41,63,11,49,23,146,61,102.7,20.1,12.8,24.9,38.3,6.7,29.8,14,88.7,37.1
2016,91,181,Union,1,Southern,Mostly Rural,65.9,20710,50,14,3,12,13,8,17,5,45,22,241.4,67.6,14.5,57.9,62.8,38.6,82.1,24.1,217.3,106.2
2016,92,183,Vermilion,5,Central,Mostly Urban,31.3,97296,166,66,4,49,38,9,55,22,144,45,170.6,67.8,4.1,50.4,39.1,9.3,56.5,22.6,148,46.3
2016,93,185,Wabash,2,Southern,Mostly Urban,38.9,14138,24,8,NA,6,7,3,9,1,23,9,169.8,56.6,NA,42.4,49.5,21.2,63.7,7.1,162.7,63.7
2016,94,187,Warren,9,Central,Mostly Urban,45.5,21170,12,3,NA,1,6,2,2,NA,12,7,56.7,14.2,NA,4.7,28.3,9.4,9.4,NA,56.7,33.1
2016,95,189,Washington,20,Southern,Mostly Rural,73.6,17207,11,1,1,2,6,1,3,1,10,NA,63.9,5.8,5.8,11.6,34.9,5.8,17.4,5.8,58.1,NA
2016,96,191,Wayne,2,Southern,Mostly Rural,69.9,20321,18,11,1,1,3,2,3,3,15,7,88.6,54.1,4.9,4.9,14.8,9.8,14.8,14.8,73.8,34.4
2016,97,193,White,2,Southern,Mostly Rural,62,17167,52,15,3,11,21,2,11,11,41,17,302.9,87.4,17.5,64.1,122.3,11.7,64.1,64.1,238.8,99
2016,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,69125,105,21,10,23,37,14,30,11,94,33,151.9,30.4,14.5,33.3,53.5,20.3,43.4,15.9,136,47.7
2016,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,865783,887,208,99,244,293,43,267,92,795,198,102.5,24,11.4,28.2,33.8,5,30.8,10.6,91.8,22.9
2016,100,199,Williamson,1,Southern,Mostly Urban,34.8,82335,36,17,3,5,6,5,10,4,32,38,43.7,20.6,3.6,6.1,7.3,6.1,12.1,4.9,38.9,46.2
2016,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,353686,563,93,37,249,148,36,271,61,502,242,159.2,26.3,10.5,70.4,41.8,10.2,76.6,17.2,141.9,68.4
2016,102,203,Woodford,11,Central,Mostly Rural,54.9,48449,55,16,4,16,14,5,18,10,45,6,113.5,33,8.3,33,28.9,10.3,37.2,20.6,92.9,12.4
2017,1,1,Adams,8,Central,Mostly Urban,32.6,81038,179,56,11,54,43,15,61,33,146,42,220.9,69.1,13.6,66.6,53.1,18.5,75.3,40.7,180.2,51.8
2017,2,3,Alexander,1,Southern,Mostly Rural,61.9,7805,12,1,NA,5,6,NA,5,1,11,4,153.7,12.8,NA,64.1,76.9,NA,64.1,12.8,140.9,51.2
2017,3,5,Bond,3,Southern,Mostly Rural,60.7,19860,34,22,3,3,3,3,5,8,26,12,171.2,110.8,15.1,15.1,15.1,15.1,25.2,40.3,130.9,60.4
2017,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,67017,108,32,12,23,35,6,26,13,95,30,161.2,47.7,17.9,34.3,52.2,9,38.8,19.4,141.8,44.8
2017,5,9,Brown,8,Central,Mostly Urban,41.1,7661,1,1,NA,NA,NA,NA,NA,NA,1,3,13.1,13.1,NA,NA,NA,NA,NA,NA,13.1,39.2
2017,6,11,Bureau,13,Central,Mostly Rural,57.4,40348,44,10,NA,11,22,1,12,7,37,5,109.1,24.8,NA,27.3,54.5,2.5,29.7,17.3,91.7,12.4
2017,7,13,Calhoun,8,Southern,Completely Rural,100,5838,12,1,1,4,5,1,4,1,11,2,205.5,17.1,17.1,68.5,85.6,17.1,68.5,17.1,188.4,34.3
2017,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,17304,10,2,NA,6,2,NA,6,2,8,3,57.8,11.6,NA,34.7,11.6,NA,34.7,11.6,46.2,17.3
2017,9,17,Cass,8,Central,Mostly Rural,52.1,15469,10,3,NA,4,3,NA,4,NA,10,2,64.6,19.4,NA,25.9,19.4,NA,25.9,NA,64.6,12.9
2017,10,19,Champaign,6,Central,Mostly Urban,12.7,249749,300,35,17,133,89,26,151,29,271,119,120.1,14,6.8,53.3,35.6,10.4,60.5,11.6,108.5,47.6
2017,11,21,Christian,4,Central,Mostly Urban,43.5,39760,39,14,3,8,11,3,8,11,28,13,98.1,35.2,7.5,20.1,27.7,7.5,20.1,27.7,70.4,32.7
2017,12,23,Clark,5,Southern,Mostly Rural,59.5,19435,24,10,1,3,9,1,4,6,18,10,123.5,51.5,5.1,15.4,46.3,5.1,20.6,30.9,92.6,51.5
2017,13,25,Clay,4,Southern,Mostly Rural,64.7,16274,32,15,1,6,7,3,8,10,22,10,196.6,92.2,6.1,36.9,43,18.4,49.2,61.4,135.2,61.4
2017,14,27,Clinton,4,Southern,Mostly Urban,48.8,45605,60,15,NA,15,27,3,17,12,48,18,131.6,32.9,NA,32.9,59.2,6.6,37.3,26.3,105.3,39.5
2017,15,29,Coles,5,Central,Mostly Urban,24.3,60711,86,20,9,23,30,4,23,14,72,24,141.7,32.9,14.8,37.9,49.4,6.6,37.9,23.1,118.6,39.5
2017,16,31,Cook,co,Northern - Cook,Completely Urban,0,6350087,9095,2457,679,3252,2389,318,3421,692,8403,3770,143.2,38.7,10.7,51.2,37.6,5,53.9,10.9,132.3,59.4
2017,17,33,Crawford,2,Southern,Mostly Rural,60.2,22735,68,31,4,6,24,3,6,23,45,14,299.1,136.4,17.6,26.4,105.6,13.2,26.4,101.2,197.9,61.6
2017,18,35,Cumberland,5,Southern,Completely Rural,100,13296,5,NA,NA,3,1,1,4,1,4,3,37.6,NA,NA,22.6,7.5,7.5,30.1,7.5,30.1,22.6
2017,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,126609,66,16,5,25,12,8,31,5,61,42,52.1,12.6,3.9,19.7,9.5,6.3,24.5,3.9,48.2,33.2
2017,20,39,De Witt,6,Central,Mostly Urban,48.8,19354,32,11,3,8,9,1,8,1,31,5,165.3,56.8,15.5,41.3,46.5,5.2,41.3,5.2,160.2,25.8
2017,21,41,Douglas,6,Central,Mostly Rural,61.6,24573,28,4,5,8,7,4,11,1,27,7,113.9,16.3,20.3,32.6,28.5,16.3,44.8,4.1,109.9,28.5
2017,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1143678,498,142,44,96,188,28,111,60,438,115,43.5,12.4,3.8,8.4,16.4,2.4,9.7,5.2,38.3,10.1
2017,23,45,Edgar,5,Central,Mostly Rural,51.8,21007,42,18,1,9,7,7,10,4,38,16,199.9,85.7,4.8,42.8,33.3,33.3,47.6,19,180.9,76.2
2017,24,47,Edwards,2,Southern,Completely Rural,100,7925,9,2,1,4,1,1,5,NA,9,3,113.6,25.2,12.6,50.5,12.6,12.6,63.1,NA,113.6,37.9
2017,25,49,Effingham,4,Southern,Mostly Rural,59.7,42233,52,21,9,11,7,4,14,5,47,17,123.1,49.7,21.3,26,16.6,9.5,33.1,11.8,111.3,40.3
2017,26,51,Fayette,4,Southern,Mostly Rural,67,26108,57,29,6,5,12,5,6,17,40,29,218.3,111.1,23,19.2,46,19.2,23,65.1,153.2,111.1
2017,27,53,Ford,11,Central,Mostly Urban,41.8,16410,17,5,3,2,5,2,3,1,16,2,103.6,30.5,18.3,12.2,30.5,12.2,18.3,6.1,97.5,12.2
2017,28,55,Franklin,2,Southern,Mostly Urban,48.6,47753,110,40,6,20,36,8,25,24,86,37,230.4,83.8,12.6,41.9,75.4,16.8,52.4,50.3,180.1,77.5
2017,29,57,Fulton,9,Central,Mostly Rural,60,42068,32,8,3,8,8,5,13,7,25,16,76.1,19,7.1,19,19,11.9,30.9,16.6,59.4,38
2017,30,59,Gallatin,2,Southern,Completely Rural,100,6110,11,NA,1,3,4,3,4,1,10,NA,180,NA,16.4,49.1,65.5,49.1,65.5,16.4,163.7,NA
2017,31,61,Greene,7,Central,Mostly Rural,70.8,15969,19,7,3,6,2,1,7,NA,19,5,119,43.8,18.8,37.6,12.5,6.3,43.8,NA,119,31.3
2017,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,63564,65,27,6,8,22,2,8,16,49,6,102.3,42.5,9.4,12.6,34.6,3.1,12.6,25.2,77.1,9.4
2017,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10018,20,7,1,4,5,3,6,2,18,5,199.6,69.9,10,39.9,49.9,29.9,59.9,20,179.7,49.9
2017,34,67,Hancock,9,Central,Mostly Rural,71,21768,43,15,4,8,12,4,11,8,35,12,197.5,68.9,18.4,36.8,55.1,18.4,50.5,36.8,160.8,55.1
2017,35,69,Hardin,2,Southern,Completely Rural,100,4637,11,2,NA,3,5,1,3,2,9,4,237.2,43.1,NA,64.7,107.8,21.6,64.7,43.1,194.1,86.3
2017,36,71,Henderson,9,Central,Mostly Rural,99.7,8082,5,1,1,1,2,NA,1,1,4,5,61.9,12.4,12.4,12.4,24.7,NA,12.4,12.4,49.5,61.9
2017,37,73,Henry,14,Central,Mostly Rural,50.3,60313,89,38,13,14,17,7,18,14,75,33,147.6,63,21.6,23.2,28.2,11.6,29.8,23.2,124.4,54.7
2017,38,75,Iroquois,21,Central,Mostly Rural,71.7,33888,27,7,1,5,14,NA,5,2,25,5,79.7,20.7,3,14.8,41.3,NA,14.8,5.9,73.8,14.8
2017,39,77,Jackson,1,Southern,Mostly Urban,37.2,68575,75,15,3,24,30,3,26,5,70,33,109.4,21.9,4.4,35,43.7,4.4,37.9,7.3,102.1,48.1
2017,40,79,Jasper,4,Southern,Mostly Rural,69.9,11721,10,3,1,4,1,1,5,1,9,3,85.3,25.6,8.5,34.1,8.5,8.5,42.7,8.5,76.8,25.6
2017,41,81,Jefferson,2,Southern,Mostly Rural,58.8,46636,96,34,7,23,24,8,31,15,81,27,205.8,72.9,15,49.3,51.5,17.2,66.5,32.2,173.7,57.9
2017,42,83,Jersey,7,Southern,Mostly Rural,60.6,26421,46,17,4,5,18,2,6,9,37,12,174.1,64.3,15.1,18.9,68.1,7.6,22.7,34.1,140,45.4
