facilities,inmates_positive,inmates_deaths,scrape_date,state,staff_positive,staff_deaths,staff_recovered,units_quarantine,inmates_quarantine,housing_type,inmates_isolation,inmates_covid_deaths,inmates_tested,test_pending,inmates_negative,inmates_pending,daily_total_pop,security_quarantine,medical_quarantine,medical_isolation,inmates_recovered,staff_negative,inmates_hospital,inmates_step_down,recovered,inmates_death_underlying_cond,total_deaths,inmates_medical_restriction,inmates_medical_isolation,persons_under_med_investigation,staff_recoveries,inmates_recoveries
Cross City CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dade CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desoto Annex,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Everglades CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida State Prison,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FWRC,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franklin CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadsden CFOperated by MTC.*,0,NA,2020-04-19,Florida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graceville CFOperated by
                  The GEO Group Inc.*",0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamilton CI,0,NA,2020-04-19,Florida,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,73,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hardee CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hernando CI,0,NA,2020-04-19,Florida,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holmes CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homestead CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson CI,0,NA,2020-04-19,Florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jefferson CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake City CFOperated by CoreCivic.*,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lancaster CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawtey CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberty CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lowell CI,0,NA,2020-04-19,Florida,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,8,335,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madison CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marion CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin CI,1,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayo Annex,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore Haven CFOperated by
                  The GEO Group Inc.*",0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New River CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NWFRC,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okaloosa CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeechobee CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polk CI,0,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Putnam CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMC,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Rosa CI,0,NA,2020-04-19,Florida,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Bay CFOperated by
                  The GEO Group Inc.*",1,NA,2020-04-19,Florida,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,506,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFRC,0,NA,2020-04-19,Florida,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sumter CI,7,NA,2020-04-19,Florida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,7,647,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suwannee CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,5,216,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomoka CI,38,NA,2020-04-19,Florida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,6,1071,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,5,197,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wakulla CI,0,NA,2020-04-19,Florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,4,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walton CI,0,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zephyrhills CI,0,NA,2020-04-19,Florida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 1,NA,NA,2020-04-19,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 2,NA,NA,2020-04-19,Florida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 3,NA,NA,2020-04-19,Florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 4,NA,NA,2020-04-19,Florida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta TC,1,NA,2020-04-19,Georgia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASMP,0,NA,2020-04-19,Georgia,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Autry State Prison,38,NA,2020-04-19,Georgia,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacon PDC,0,NA,2020-04-19,Georgia,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bainbridge PSAT,7,NA,2020-04-19,Georgia,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baldwin State Prison,10,NA,2020-04-19,Georgia,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burruss CTC,0,NA,2020-04-19,Georgia,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calhoun State Prison,0,NA,2020-04-19,Georgia,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton TC,1,NA,2020-04-19,Georgia,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coastal State Prison,7,NA,2020-04-19,Georgia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dooly State Prison,0,NA,2020-04-19,Georgia,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDCP,1,NA,2020-04-19,Georgia,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDCP SMU,1,NA,2020-04-19,Georgia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnson State Prison,24,NA,2020-04-19,Georgia,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee Arrendale State Prison,1,NA,2020-04-19,Georgia,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee State Prison,9,NA,2020-04-19,Georgia,17,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macon State Prison,10,NA,2020-04-19,Georgia,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McEver PDC,0,NA,2020-04-19,Georgia,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metro Reentry Facility,2,NA,2020-04-19,Georgia,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metro TC,1,NA,2020-04-19,Georgia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patten PDC,0,NA,2020-04-19,Georgia,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillips State Prison,9,NA,2020-04-19,Georgia,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillips TC,1,NA,2020-04-19,Georgia,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutledge State Prison,6,NA,2020-04-19,Georgia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turner RSAT,0,NA,2020-04-19,Georgia,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valdosta State Prison,0,NA,2020-04-19,Georgia,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ware State Prison,0,NA,2020-04-19,Georgia,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Central ITF,0,NA,2020-04-19,Georgia,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Locations,NA,NA,2020-04-19,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Crossroads ATC,2,NA,2020-04-19,Illinois,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Danville,0,NA,2020-04-19,Illinois,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Fox Valley ATC,4,NA,2020-04-19,Illinois,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​General Office,0,NA,2020-04-19,Illinois,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Graham,0,NA,2020-04-19,Illinois,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Hill,3,NA,2020-04-19,Illinois,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Joliet Treatment Center,0,NA,2020-04-19,Illinois,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Kewanee LSRC,0,NA,2020-04-19,Illinois,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Logan,0,NA,2020-04-19,Illinois,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Menard,0,NA,2020-04-19,Illinois,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​North Lawndale ATC ,5,NA,2020-04-19,Illinois,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Parole,0,NA,2020-04-19,Illinois,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Pontiac,1,NA,2020-04-19,Illinois,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Sheridan,11,NA,2020-04-19,Illinois,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Stateville,122,NA,2020-04-19,Illinois,70,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Stateville NRC,1,NA,2020-04-19,Illinois,31,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Dorado,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellsworth,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hutchinson,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lansing,30,NA,2020-04-19,Kansas,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larned,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norton,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topeka,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winfield,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita Work Release,1,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KJCC,0,NA,2020-04-19,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Central Office,NA,NA,2020-04-19,Pennsylvania,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Albion,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Benner Township,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Cambridge Springs,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camp Hill​,NA,NA,2020-04-19,Pennsylvania,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Chester,NA,NA,2020-04-19,Pennsylvania,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Coal Township,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Dallas,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Fayette,NA,NA,2020-04-19,Pennsylvania,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Forest,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Frackville,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Greene,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Houtzdale,0,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Huntingdon,NA,NA,2020-04-19,Pennsylvania,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Laurel Highlands,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Mahanoy,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Mercer,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Muncy,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Phoenix,22,1,2020-04-19,Pennsylvania,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Pine Grove,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Quehanna Boot Camp,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Retreat,NA,NA,2020-04-19,Pennsylvania,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Rockview,NA,NA,2020-04-19,Pennsylvania,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Smithfield,NA,NA,2020-04-19,Pennsylvania,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Somerset,NA,NA,2020-04-19,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
